unique_id,cell_phone_number,first_name,last_name,date_of_birth,sim_activation_date,region,source_system_name,is_master_record
297,0709798813,Thabisa,Mgenge,NULL,2023-09-23,Bloemfontein,ArrowMobile,1
298,0710816964,Nomcebo,Mntimande,NULL,2023-08-14,Welkom,ArrowMobile,1
299,0711513959,Dumisani,Jobe,NULL,2023-08-28,West Rand,ArrowMobile,1
300,0711688823,Joan,Naylor,NULL,2024-07-18,Klerksdorp,ArrowMobile,1
301,0712488797,Amahle,Mdlanyoka,NULL,2024-03-07,Cape Town,ArrowMobile,0
302,0713677185,Simphiwe,Makhoba,NULL,2024-04-17,Polokwane,ArrowMobile,1
303,0714247268,Mandla,Mtuswa,NULL,2025-02-25,George,ArrowMobile,1
304,0715586306,Sandile,Ndonga,NULL,2024-04-01,Kaapstad,ArrowMobile,0
305,0716126226,Dumisani,Musi,NULL,2024-10-07,Thohoyandou,ArrowMobile,1
306,0717601695,Jason,Hahn,NULL,2024-10-14,Pretoria,ArrowMobile,1
307,0718136627,Ashley,Miller,NULL,2025-05-24,Ekurhuleni,ArrowMobile,1
308,0719015850,Sihawukele,Nongalo,NULL,2023-12-04,Ekurhuleni,ArrowMobile,1
309,0720029924,Mnqobi,Hlongwane,NULL,2024-05-28,Cape Town,ArrowMobile,0
310,0720593040,Sihawukele,Ndawo,NULL,2024-06-18,Johannesburg,ArrowMobile,0
311,0721198397,Tom,Warner,NULL,2025-02-06,Klerksdorp,ArrowMobile,0
312,0721345908,Nomathalente,Gubhuza,NULL,2024-04-26,Cape Town,ArrowMobile,0
313,0722745553,Katherine,Smith,NULL,2024-05-26,Port Elizabeth,ArrowMobile,0
314,0722747624,Lwat,Msane,NULL,2024-04-20,Ekurhuleni,ArrowMobile,0
315,0723484978,Mlungisi,Jama,NULL,2023-11-08,Cape Town,ArrowMobile,1
316,0724545371,Zakhele,Mabika,NULL,2024-07-11,Port Elizabeth,ArrowMobile,1
317,0725463719,Nomathalente,Ntshingila,NULL,2024-02-15,Durban,ArrowMobile,0
318,0726176224,Vanessa,Brooks,NULL,2025-05-28,Cape Town,ArrowMobile,0
319,0727246392,Jabulani,Mafulela,NULL,2023-07-20,Newcastle,ArrowMobile,1
320,0728547628,Janet,Williams,NULL,2023-12-05,Springs,ArrowMobile,0
321,0728781369,Antony,Buckley,NULL,2024-06-20,Cape Town,ArrowMobile,1
322,0729619869,Sibusisiwe,Andile,NULL,2024-12-01,Durban,ArrowMobile,1
323,0729817295,Amahle,Ngobese,NULL,2023-09-04,Ekurhuleni,ArrowMobile,1
324,0729820192,Annt,Baker,NULL,2024-02-27,Durban,ArrowMobile,0
325,0730210420,Amelia,Oliver,NULL,2024-11-18,Johannesburg,ArrowMobile,1
326,0731726871,Charlene,Randall,NULL,2023-08-30,Cape Town,ArrowMobile,1
327,0732301840,Jason,Ryan,NULL,2025-04-09,Welkom,ArrowMobile,1
328,0733128243,Siphesihle,Mnangwe,NULL,2024-01-20,Vereeniging,ArrowMobile,1
329,0733195138,Amahle,Magujwa,NULL,2024-03-14,Newcastle,ArrowMobile,1
330,0734512854,Londiwe,Ximba,NULL,2025-01-01,East London,ArrowMobile,0
331,0734719249,Chad,Welch,NULL,2024-06-13,East London,ArrowMobile,1
332,0735045002,Siphesihle,Ngcolosi,NULL,2024-05-27,West Rand,ArrowMobile,1
333,0736463373,Gugu,Mnyandu,NULL,2023-12-26,Durban,ArrowMobile,1
334,0736732237,Zinhle,Ndabansele,NULL,2023-10-26,Durban,ArrowMobile,1
335,0737674304,Danielle,Sharp,NULL,2024-11-15,Klerksdorp,ArrowMobile,1
336,0738312041,Lungile,Nzimande,NULL,2024-05-31,Ekurhuleni,ArrowMobile,1
337,0738718563,Kyle,Brown,NULL,2025-04-28,Cape Town,ArrowMobile,1
338,0739228461,Mcebisi,Dubandlela,NULL,2024-09-28,Durban,ArrowMobile,1
339,0739579306,Thoe,Pierce,NULL,2024-05-24,Springs,ArrowMobile,0
340,0740027276,Mzamo,Sembathwa,NULL,2025-05-20,Johannesburg,ArrowMobile,1
341,0740678513,Rita,Kaur,NULL,2024-12-10,Johannesburg,ArrowMobile,0
342,0740678513,Ritw,Kaur,NULL,2024-12-10,Johannesburg,ArrowMobile,0
343,0740715738,Brittany,Johnson,NULL,2024-11-12,Johannesburg,ArrowMobile,1
344,0741562035,Thalente,Ngidi,NULL,2023-10-21,Middelburg,ArrowMobile,0
345,0742020320,Nothando,Shoyisa,NULL,2025-05-03,Ekurhuleni,ArrowMobile,0
346,0743417384,William,Gonzalez,NULL,2023-08-19,Cape Town,ArrowMobile,1
347,0744146237,Guy,Alexander,NULL,2023-12-05,Durban,ArrowMobile,1
348,0745495609,Thomas,Reed,NULL,2023-08-04,Kimberley,ArrowMobile,1
349,0746332321,Thandazile,Khathide,NULL,2024-02-23,Ekurhuleni,ArrowMobile,1
350,0746984621,Rachael,Pritchard,NULL,2024-04-17,Cape Town,ArrowMobile,1
351,0747753873,Njabulo,Ndabezitha,NULL,2025-01-28,Johannesburg,ArrowMobile,1
352,0748419705,Sibonelo,Mavundla,NULL,2023-07-16,Cape Town,ArrowMobile,1
353,0749895634,Minenhle,Mondise,NULL,2025-02-16,Johannesburg,ArrowMobile,0
354,0750383551,Mcebisi,Mshikela,NULL,2025-01-05,Cape Town,ArrowMobile,1
355,0750711986,Njabulo,Dumisa,NULL,2023-08-05,Johannesburg,ArrowMobile,0
356,0751166645,Luyanda,Kubheka,NULL,2024-03-22,Port Elizabeth,ArrowMobile,1
357,0753131305,Busisiwe,Nyanda,NULL,2025-02-17,Newcastle,ArrowMobile,1
358,0753625790,Chelsea,Ryan,NULL,2023-11-02,Boksburg,ArrowMobile,0
359,0754088048,Thabani,Jamile,NULL,2024-08-18,Nelspruit,ArrowMobile,1
360,0755709632,Nomathalente,Nhlane,NULL,2025-01-07,Vereeniging,ArrowMobile,1
361,0756114668,Owethu,Mafulela,NULL,2025-05-21,East London,ArrowMobile,1
362,0757073185,Ryan,Taylor,NULL,2024-09-08,Krugersdorp,ArrowMobile,1
363,0758098548,Carole,Matthews,NULL,2025-01-03,Witbank,ArrowMobile,1
364,0758744686,Teresa,Walsh,NULL,2025-04-29,Cape Town,ArrowMobile,1
365,0758901102,Mthokozisi,Mthethwa,NULL,2024-01-10,Johannesburg,ArrowMobile,1
366,0760632550,Thabisa,Mgcaleka,NULL,2025-03-28,Durban,ArrowMobile,1
367,0761389488,Londisizwe,Ndaba,NULL,2024-07-21,Cape Town,ArrowMobile,1
368,0761598472,Thabisile,Mdaka,NULL,2023-10-05,Cape Town,ArrowMobile,1
369,0762338119,Melanie,Bell,NULL,2024-07-18,Durban,ArrowMobile,1
370,0763735255,Joshua,Lewis,NULL,2024-01-24,Johannesburg,ArrowMobile,1
371,0764364545,Busisiwe,Mzulwini,NULL,2024-02-07,Cape Town,ArrowMobile,1
372,0765569160,Mnqobi,Dlamane,NULL,2025-03-08,Ekurhuleni,ArrowMobile,0
373,0766354480,Alexander,Le,NULL,2025-04-13,Krugersdorp,ArrowMobile,1
374,0767399287,Duncan,Humphries,NULL,2024-06-16,Vereeniging,ArrowMobile,0
375,0767632849,Erica,Mcclain,NULL,2024-09-09,Ekurhuleni,ArrowMobile,1
376,0767843485,Mohammad,Smith,NULL,2025-02-28,Klerksdorp,ArrowMobile,1
377,0768158896,Thembisile,Shelembe,NULL,2023-07-22,Cape Town,ArrowMobile,0
378,0769031933,Bhekokwakhe,Mbatha,NULL,2025-06-06,Johannesburg,ArrowMobile,1
379,0769652162,Linda,Morales,NULL,2024-10-29,Cape Town,ArrowMobile,1
380,0770945460,Thando,Ndlela,NULL,2024-07-27,Durban,ArrowMobile,1
381,0771177580,Danielle,Rodriguez,NULL,2024-09-07,Cape Town,ArrowMobile,1
382,0771477596,Kathryn,Ryan,NULL,2024-06-21,West Rand,ArrowMobile,1
383,0771920365,Shawn,Flowers,NULL,2024-12-27,East London,ArrowMobile,1
384,0774163254,Mcebisi,Khosini,NULL,2025-02-15,Cape Town,ArrowMobile,1
385,0775270396,SimphiweyiNkosi,Dlambula,NULL,2023-07-26,Pretoria,ArrowMobile,1
386,0775640687,Thando,Mavundla,NULL,2024-05-05,Port Elizabeth,ArrowMobile,1
387,0776328452,Zenzile,Phuthini,NULL,2024-04-29,Uitenhage,ArrowMobile,1
388,0776874455,Bandile,Nkwanyana,NULL,2024-04-29,Pretoria,ArrowMobile,1
389,0777937454,Wanda,Santos,NULL,2024-09-18,Durban,ArrowMobile,1
390,0779152086,Karen,Carter,NULL,2025-01-13,Johannesburg,ArrowMobile,0
391,0779545098,Bhekokwakhe,Mafobo,NULL,2024-04-16,Cape Town,ArrowMobile,1
392,0780348072,Amahle,Mbhobho,NULL,2024-01-15,Cape Town,ArrowMobile,1
393,0781238778,Zenzile,Phuthini,NULL,2023-10-20,Bloemfontein,ArrowMobile,1
394,0782940238,Nobantu,Mlondo,NULL,2025-03-26,Boksburg,ArrowMobile,1
395,0784301965,Andile,Thumbela,NULL,2023-10-27,Soshanguve,ArrowMobile,1
396,0786671547,Khanyisile,Mthethwa,NULL,2023-12-27,Cape Town,ArrowMobile,1
397,0787356407,Kathleen,Romero,NULL,2024-07-18,West Rand,ArrowMobile,1
398,0789209708,Daniel,Burton,NULL,2024-02-05,Johannesburg,ArrowMobile,0
399,0789793342,Amy,Robinson,NULL,2023-10-25,Pietermaritzburg,ArrowMobile,1
400,0790022877,Zibuyile,Ndlandla,NULL,2024-06-07,Vereeniging,ArrowMobile,1
401,0790681902,Nhlanhla,Nhlane,NULL,2024-10-28,Johannesburg,ArrowMobile,1
402,0790892604,Dumisile,Mazwi,NULL,2025-04-23,Bloemfontein,ArrowMobile,1
403,0791653270,Vusumuzi,Bhovungana,NULL,2025-01-25,Polokwane,ArrowMobile,1
404,0792273093,Mthokozisi,Kubheka,NULL,2025-02-04,Soshanguve,ArrowMobile,1
405,0792936129,Nhlanhla,Shandu,NULL,2025-04-06,Newcastle,ArrowMobile,1
406,0795199855,Thabisile,Khuzwayo,NULL,2025-01-07,Durban,ArrowMobile,1
407,0796004479,SimphiweyiNkosi,Mahlinza,NULL,2024-10-28,Nelspruit,ArrowMobile,1
408,0796664125,Thandazile,Fakude,NULL,2024-06-26,Johannesburg,ArrowMobile,1
409,0797256727,Bhekokwakhe,Dwala,NULL,2024-09-21,Durban,ArrowMobile,1
410,0798290960,Veronica,Bowman,NULL,2024-07-27,Johannesburg,ArrowMobile,0
411,0798562157,Jeffrey,Morgan,NULL,2024-07-24,Krugersdorp,ArrowMobile,1
412,0799314934,Gerald,Bailey,NULL,2023-11-15,Soshanguve,ArrowMobile,1
413,0799933613,Sithembiso,Mvubu,NULL,2024-09-29,Benoni,ArrowMobile,1
